"","Chatelier_gut_obesity","Chatelier_gut_obesity.1","Chatelier_gut_obesity.2","Chatelier_gut_obesity.3","Chatelier_gut_obesity.4","Chatelier_gut_obesity.5","Chatelier_gut_obesity.6","Chatelier_gut_obesity.7","Chatelier_gut_obesity.8","Chatelier_gut_obesity.9","Chatelier_gut_obesity.10","Chatelier_gut_obesity.11","Chatelier_gut_obesity.12","Chatelier_gut_obesity.13","Chatelier_gut_obesity.14","Chatelier_gut_obesity.15","Chatelier_gut_obesity.16","Chatelier_gut_obesity.17","Chatelier_gut_obesity.18","Chatelier_gut_obesity.19","Chatelier_gut_obesity.20","Chatelier_gut_obesity.21","Chatelier_gut_obesity.22","Chatelier_gut_obesity.23","Chatelier_gut_obesity.24","Chatelier_gut_obesity.25","Chatelier_gut_obesity.26","Chatelier_gut_obesity.27","Chatelier_gut_obesity.28","Chatelier_gut_obesity.29","Chatelier_gut_obesity.30","Chatelier_gut_obesity.31","Chatelier_gut_obesity.32","Chatelier_gut_obesity.33","Chatelier_gut_obesity.34","Chatelier_gut_obesity.35","Chatelier_gut_obesity.36","Chatelier_gut_obesity.37","Chatelier_gut_obesity.38","Chatelier_gut_obesity.39","Chatelier_gut_obesity.40","Chatelier_gut_obesity.41","Chatelier_gut_obesity.42","Chatelier_gut_obesity.43","Chatelier_gut_obesity.44","Chatelier_gut_obesity.45","Chatelier_gut_obesity.46","Chatelier_gut_obesity.47","Chatelier_gut_obesity.48","Chatelier_gut_obesity.49","Chatelier_gut_obesity.50","Chatelier_gut_obesity.51","Chatelier_gut_obesity.52","Chatelier_gut_obesity.53","Chatelier_gut_obesity.54","Chatelier_gut_obesity.55","Chatelier_gut_obesity.56","Chatelier_gut_obesity.57","Chatelier_gut_obesity.58","Chatelier_gut_obesity.59","Chatelier_gut_obesity.60","Chatelier_gut_obesity.61","Chatelier_gut_obesity.62","Chatelier_gut_obesity.63","Chatelier_gut_obesity.64","Chatelier_gut_obesity.65","Chatelier_gut_obesity.66","Chatelier_gut_obesity.67","Chatelier_gut_obesity.68","Chatelier_gut_obesity.69","Chatelier_gut_obesity.70","Chatelier_gut_obesity.71","Chatelier_gut_obesity.72","Chatelier_gut_obesity.73","Chatelier_gut_obesity.74","Chatelier_gut_obesity.75","Chatelier_gut_obesity.76","Chatelier_gut_obesity.77","Chatelier_gut_obesity.78","Chatelier_gut_obesity.79","Chatelier_gut_obesity.80","Chatelier_gut_obesity.81","Chatelier_gut_obesity.82","Chatelier_gut_obesity.83","Chatelier_gut_obesity.84","Chatelier_gut_obesity.85","Chatelier_gut_obesity.86","Chatelier_gut_obesity.87","Chatelier_gut_obesity.88","Chatelier_gut_obesity.89","Chatelier_gut_obesity.90","Chatelier_gut_obesity.91","Chatelier_gut_obesity.92","Chatelier_gut_obesity.93","Chatelier_gut_obesity.94","Chatelier_gut_obesity.95","Chatelier_gut_obesity.96","Chatelier_gut_obesity.97","Chatelier_gut_obesity.98","Chatelier_gut_obesity.99","Chatelier_gut_obesity.100","Chatelier_gut_obesity.101","Chatelier_gut_obesity.102","Chatelier_gut_obesity.103","Chatelier_gut_obesity.104","Chatelier_gut_obesity.105","Chatelier_gut_obesity.106","Chatelier_gut_obesity.107","Chatelier_gut_obesity.108","Chatelier_gut_obesity.109","Chatelier_gut_obesity.110","Chatelier_gut_obesity.111","Chatelier_gut_obesity.112","Chatelier_gut_obesity.113","Chatelier_gut_obesity.114","Chatelier_gut_obesity.115","Chatelier_gut_obesity.116","Chatelier_gut_obesity.117","Chatelier_gut_obesity.118","Chatelier_gut_obesity.119","Chatelier_gut_obesity.120","Chatelier_gut_obesity.121","Chatelier_gut_obesity.122","Chatelier_gut_obesity.123","Chatelier_gut_obesity.124","Chatelier_gut_obesity.125","Chatelier_gut_obesity.126","Chatelier_gut_obesity.127","Chatelier_gut_obesity.128","Chatelier_gut_obesity.129","Chatelier_gut_obesity.130","Chatelier_gut_obesity.131","Chatelier_gut_obesity.132","Chatelier_gut_obesity.133","Chatelier_gut_obesity.134","Chatelier_gut_obesity.135","Chatelier_gut_obesity.136","Chatelier_gut_obesity.137","Chatelier_gut_obesity.138","Chatelier_gut_obesity.139","Chatelier_gut_obesity.140","Chatelier_gut_obesity.141","Chatelier_gut_obesity.142","Chatelier_gut_obesity.143","Chatelier_gut_obesity.144","Chatelier_gut_obesity.145","Chatelier_gut_obesity.146","Chatelier_gut_obesity.147","Chatelier_gut_obesity.148","Chatelier_gut_obesity.149","Chatelier_gut_obesity.150","Chatelier_gut_obesity.151","Chatelier_gut_obesity.152","Chatelier_gut_obesity.153","Chatelier_gut_obesity.154","Chatelier_gut_obesity.155","Chatelier_gut_obesity.156","Chatelier_gut_obesity.157","Chatelier_gut_obesity.158","Chatelier_gut_obesity.159","Chatelier_gut_obesity.160","Chatelier_gut_obesity.161","Chatelier_gut_obesity.162","Chatelier_gut_obesity.163","Chatelier_gut_obesity.164","Chatelier_gut_obesity.165","Chatelier_gut_obesity.166","Chatelier_gut_obesity.167","Chatelier_gut_obesity.168","Chatelier_gut_obesity.169","Chatelier_gut_obesity.170","Chatelier_gut_obesity.171","Chatelier_gut_obesity.172","Chatelier_gut_obesity.173","Chatelier_gut_obesity.174","Chatelier_gut_obesity.175","Chatelier_gut_obesity.176","Chatelier_gut_obesity.177","Chatelier_gut_obesity.178","Chatelier_gut_obesity.179","Chatelier_gut_obesity.180","Chatelier_gut_obesity.181","Chatelier_gut_obesity.182","Chatelier_gut_obesity.183","Chatelier_gut_obesity.184","Chatelier_gut_obesity.185","Chatelier_gut_obesity.186","Chatelier_gut_obesity.187","Chatelier_gut_obesity.188","Chatelier_gut_obesity.189","Chatelier_gut_obesity.190","Chatelier_gut_obesity.191","Chatelier_gut_obesity.192","Chatelier_gut_obesity.193","Chatelier_gut_obesity.194","Chatelier_gut_obesity.195","Chatelier_gut_obesity.196","Chatelier_gut_obesity.197","Chatelier_gut_obesity.198","Chatelier_gut_obesity.199","Chatelier_gut_obesity.200","Chatelier_gut_obesity.201","Chatelier_gut_obesity.202","Chatelier_gut_obesity.203","Chatelier_gut_obesity.204","Chatelier_gut_obesity.205","Chatelier_gut_obesity.206","Chatelier_gut_obesity.207","Chatelier_gut_obesity.208","Chatelier_gut_obesity.209","Chatelier_gut_obesity.210","Chatelier_gut_obesity.211","Chatelier_gut_obesity.212","Chatelier_gut_obesity.213","Chatelier_gut_obesity.214","Chatelier_gut_obesity.215","Chatelier_gut_obesity.216","Chatelier_gut_obesity.217","Chatelier_gut_obesity.218","Chatelier_gut_obesity.219","Chatelier_gut_obesity.220","Chatelier_gut_obesity.221","Chatelier_gut_obesity.222","Chatelier_gut_obesity.223","Chatelier_gut_obesity.224","Chatelier_gut_obesity.225","Chatelier_gut_obesity.226","Chatelier_gut_obesity.227","Chatelier_gut_obesity.228","Chatelier_gut_obesity.229","Chatelier_gut_obesity.230","Chatelier_gut_obesity.231","Chatelier_gut_obesity.232","Chatelier_gut_obesity.233","Chatelier_gut_obesity.234","Chatelier_gut_obesity.235","Chatelier_gut_obesity.236","Chatelier_gut_obesity.237","Chatelier_gut_obesity.238","Chatelier_gut_obesity.239","Chatelier_gut_obesity.240","Chatelier_gut_obesity.241","Chatelier_gut_obesity.242","Chatelier_gut_obesity.243","Chatelier_gut_obesity.244","Chatelier_gut_obesity.245","Chatelier_gut_obesity.246","Chatelier_gut_obesity.247","Chatelier_gut_obesity.248","Chatelier_gut_obesity.249","Chatelier_gut_obesity.250","Chatelier_gut_obesity.251","Chatelier_gut_obesity.252"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_3_1_44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189690132783093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_6_1_27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542549891490022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010956996712901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_unclassified",0.0050458010091602,8.24999917500008e-05,0.000151899984810002,0.0002114,0.000249700024970003,6.87999931200007e-05,0.000182400072960029,0.000158099984190002,3.27000163500082e-05,0.000118999988100001,0,0.000513599794560082,5.38000161400048e-05,0.000218800109400055,0.000417299707890204,0.00011169996649001,0.00227569908972036,0,0.000744500223350067,0.00043529982588007,3.74999962500004e-05,0.000726199854760029,0.000217600021760002,0.000283999971600003,0.000455800182320073,0.000116699988330001,6.88999862200028e-05,0.00136640027328005,5.6e-06,1.28000012800001e-05,0.000233599953280009,2.5400005080001e-05,0.000495200247600124,5.92999822100053e-05,0.000272800081840025,0,0.0001168,0.000238300071490021,0.000453899954610005,0.000832599916740008,6.89999931000007e-06,7.63999541600275e-05,7.56999924300008e-05,0,5.17000155100047e-05,0,0.000499099950090005,0.0122489024497805,0.02034751424326,0.000283800085140026,9.78e-05,0.000416700125010037,0.0008167,0.000819899918010008,9.35999906400009e-05,9.31000093100009e-05,4.79999904000019e-05,0.000105900021180004,0.000209199979080002,0,4.3700017480007e-05,0.0005021,0.00183670018367002,0,0.000192100096050048,0,0,9.36000093600009e-05,9.90999603600159e-05,0,0.000139400027880006,0,0.000502299849310045,0.0002814,0.000371699888490033,1.31000052400021e-05,6.65999933400007e-05,0.000217900087160035,0,8.39999916000008e-06,0.0056082022432809,0,5.59999944000006e-06,8.02000160400032e-05,0.000309100030910003,0.00181849927260029,0.00651419869716026,0.00043829982468007,0.0007904,2.43000072900022e-05,7.00999859800028e-05,0.0001327,3.42000034200003e-05,0.00513369845989046,3.00000030000003e-05,0,0.000654300196290059,0.000207199917120033,0,0,0,0,2.72e-05,1.89999981000002e-05,3.26999901900029e-05,0.00432459956754004,9.23999815200037e-05,0.00111849988815001,0,1.46999985300001e-05,9.7200009720001e-05,0.0002342,0,2.83999971600003e-05,4.08999959100004e-05,3.20000032000003e-06,0.000200099959980008,0.000455,2.40000096000038e-06,8.64999827000035e-05,0.00128559974288005,0.00165100066040026,0.000220700022070002,0.000522400052240005,0.000137300027460005,0.00950969904903009,0.000925800370320148,0.000186399981360002,0,7.55999773200068e-05,3.45000138000055e-05,0.000326000195600117,0.00118320011832001,0.00116580011658001,0.000573900286950143,2e-06,0.00124640037392011,1.42e-05,0.0079816,4.52999818800073e-05,0.000103800031140009,0.000146800029360006,0.000118199976360005,1.99999920000032e-05,0.00098639980272004,0.0028000985999507,0.0022073993377802,4.49999955000004e-05,0.00145680014568001,0.000104500041800017,0.0001048,3.65000146000058e-05,4.30999913800017e-05,6.03999939600006e-05,0.000288599855700072,0.000130199986980001,0.000423800042380004,0.000127100012710001,0,2.31999976800002e-05,0.000672400134480027,0.000219799956040009,0.000199899960020008,0.0001539,0.000407000122100037,0.000812800162560033,0.000127999923200046,0.00203709938887018,2.96000029600003e-05,0.000617300370380222,0.000156899937240025,3.72000074400015e-05,0.0263083815841329,6.70000067000007e-06,0.00107850010785001,3.83999961600004e-05,0.000128999987100001,0.000942199905780009,0.000134000053600021,4.59999954000005e-06,0.000209499916200034,0.000328900131560053,8.60000172000034e-05,0.00289869768104186,8.18999590500205e-05,0.000130099973980005,0.0004203,0.000398099920380016,0.0136642959007112,0.00956090382436153,0.00010750003225001,0.000289299942140012,0.0008053,1.31999947200021e-05,4.37000087400017e-05,7.82000156400031e-05,6.46999935300006e-05,3.97e-05,0,1.32000039600012e-05,5.57999665200201e-05,8.51000255300077e-05,0.000175599964880007,0.000223300044660009,5.90000177000053e-06,0.000100699969790009,0.000496699751650124,1.01999969400009e-05,6.92000069200007e-05,0.00268540026854003,8.46000253800076e-05,0.000111399988860001,0.000106899978620004,0.000121500072900044,0.000107399946300027,0,0.000126399924160045,0.000143900115120092,0.00118330011833001,6.17000185100055e-05,0.000153699953890014,0.0001254,0.00917989908201009,6.38000063800006e-05,0.000333599966640003,6.69999933000007e-06,1.89999981000002e-05,0.000376400075280015,5.0499989900002e-05,0.000109599956160018,0.000221499844950109,0.000184000036800007,4.67000046700005e-05,0.000404100161640065,0.0020235,0.000204299959140008,0.000104800010480001,8.5e-06,7.48999925100007e-05,2.74999972500003e-05,0.0003754,0.000114000068400041,0.00399129920174016,7.48999775300067e-05,0,8.29999917000008e-05,3.5999982000009e-06,0.000125499974900005,3.08999907300028e-05,0.000155300093180056,0.000165599933760026,4.23999915200017e-05,4.67000093400019e-05
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_gonidiaformans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285129971487003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119899952040019,0,0,0,0.000829499751150075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19999948000005e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70999972900003e-05,0.000274599972540003,0,0,0,0,0,0,0,5.76000403200282e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35999904800067e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99999960000004e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_periodonticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28000649600455e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26999834600033e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19999584000333e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichiaceae_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170900034180007,0,0,0,0,0,0,0,0,3.71999925600015e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.129995709003e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35999872800025e-05,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Asticcacaulis|s__Asticcacaulis_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123400037020011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94999960500004e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bartonellaceae|g__Bartonella|s__Bartonella_unclassified",0,6.69999933000007e-05,0,0,0,0,0,0,0,0.000321999967800003,0,0,0.000282000084600025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108500075950053,0,0,0,0,0,0,0,0,0,0.000171499982850002,0,0,0,0,0,0.000189800094900047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141899943240023,0,0,0,0,0,0,0,0,0,0,0,0,0.000152999984700002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6500019950006e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96e-05,0,0,0,0,0,0,4.37e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_unclassified",0,6.73999932600007e-05,0,0,0,0.000168999983100002,0,0,0,0,0.000317599968240003,0.000739299704280118,0,0,0.000323299773690158,0,0,0,0,0,0.000345399965460003,0,0,0,0,0,0.00025359994928001,0,0,0,0,0,0,0,0.000173800052140016,0.000187699981230002,0,0,0,0,0,0.000663599601840239,0,0,0,0,0.000297199970280003,0,0,0,0,0,0,0,0,0,0.000390299921940016,0.000392300078460016,0,0.0002169,0,0,0,0,0,0.000155299953410014,0.0002404,0,0,0.000216200043240009,0,0,0,0,0,0,0,0.000170600068240027,0,0,0,0,0,0,0,0.000245099901960039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000177099982290002,0,0,0,0,0,0,0,0.000182400018240002,0.000152999969400006,0,0.000133500053400021,0.000126699974660005,0.000137499972500005,0,0,0.000155800015580002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182399963520007,0,0,0,0.000210099936970019,0,0,0,0.0003184,0,0,0,0,0,0,0,0,0,0,0,8.13999837200033e-05,7.1e-05,0,0,0,0,0,0,0,0,0,0,7.69000076900008e-05,0,0,0,0,0,0,0,0,0,0,0.000186899962620007,0,0,0,8.00000320000128e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.65000289500087e-05,0,0,0,0,6.71000134200027e-05,0,0,0,0,0,0,0,0,0,9.41999905800009e-05,0,0,0,0,0,0,0,0,7.75e-05,0,0,0,0,0,0,0,0,0,0,0,6.31999684000158e-05,0,0,0,0,0,5.86000117200023e-05
